"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"SXWXEMAP","journalArticle","2004","Kavanagh, David J.; Andrade, Jackie; May, Jon","Beating the urge: implications of research into substance-related desires","Addictive Behaviors","","0306-4603","10.1016/j.addbeh.2004.06.009","","Despite the advent of improved pharmacological treatments to alleviate substance-related desires, psychological approaches will continue to be required. However, the current psychological treatment that most specifically focuses on desires and their management--cue exposure (CE)--has not lived up to its original promise. This paper argues that current psychological approaches to desire do not adequately incorporate our knowledge about the factors that trigger, maintain, and terminate episodes of desire. It asserts that the instigation and maintenance of desires involve both associative and elaborative processes. Understanding the processes triggering the initiation of intrusive thoughts may assist in preventing some episodes, but occasional intrusions will be inevitable. A demonstration of the ineffectiveness of thought suppression may discourage its use as a coping strategy for desire-related intrusions, and mindfulness meditation plus cognitive therapy may help in accepting their occurrence and letting them go. Competing tasks may be used to reduce elaboration of desires, and competing sensory images may have particular utility. The application of these procedures during episodes that are elicited in the clinic may allow the acquisition of more effective strategies to address desires in the natural environment.","38231","41992.04581018518","41992.04581018518","","1359-1372","","7","29","","Addict Behav","Beating the urge","","","","","","","eng","","","","","NCBI PubMed","","PMID: 15345270","","","http://www.ncbi.nlm.nih.gov/pubmed/15345270","","Behavior, Addictive; Humans; Psychotherapy; Substance-Related Disorders","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3GVQSQX8","journalArticle","2004","Chan, Pon-Sang; Wong, Michelle M.","Physicians and complementary-alternative medicine: training, attitudes, and practices in Hawaii","Hawaii Medical Journal","","0017-8594","","","INTRODUCTION: There were only few studies addressing the physicians' training, attitudes, and utilization of complementary and alternative medicine (CAM) therapies, compared to the well-documented escalating use of CAM among consumers. Patients who use CAM, however often do not disclose their utilization to their physicians. This study thus surveyed knowledge, attitudes, and practices of complementary and alternative medicine among physicians on the island of Oahu in Hawaii. The Hawaii Medical Service Association (HMSA) provided physicians' names and contact information. METHOD: This is a descriptive study with a questionnaire that was mailed to all physicians on the list. A total of 299 physicians responded to this survey. Response rate was 17.45%. RESULTS: Physicians reported having moderate acknowledge in acupuncture, massage, prayer/spiritualty chiropractic, hypnosis and meditation. They recognized the value of these treatments and refer their patients to have these treatments. On the other hand, homeopathy naturopathy, electromagnetic therapies, therapeutic/healing touch, and nutriceuticals were consistently rated as having no role in conventional medicine, strongly opposed to in practice, or would not refer patients to. Respondents felt CAM could be most effective for pain, musculoskeletal, psychological conditions and smoking cessation. DISCUSSIONS: Results indicated that the respondents had knowledge about prayer/spirituality, massage, chiropractic, meditation, hypnosis, and acupuncture, and also rated them as playing a role in conventional medicine, and would refer or have referred patients to. When they had little knowledge about naturopathy, electromagnetic therapies, nutriceuticals, and homeopathy, they rated these therapies as having no role in conventional medicine, and were strongly opposed to in practice or would not refer patients to. Respondents reported the least know abut the Aryurveda and Native American medicine. However, there was no significant correlation between negative attitude and practice patterns. Similarly therapeutic touch and chiropractic were perceived as therapies, but no role in conventional medicine although the respondents reported having some knowledge of these therapies. Thus, knowledge may not be necessarily associated with negative attitudes and practice patterns.","38139","41992.04581018518","41992.04581018518","","176-181","","6","63","","Hawaii Med J","Physicians and complementary-alternative medicine","","","","","","","eng","","","","","NCBI PubMed","","PMID: 15298087","","","http://www.ncbi.nlm.nih.gov/pubmed/15298087","","Attitude of Health Personnel; Clinical Competence; Complementary Therapies; Hawaii; Health Care Surveys; Humans; Physicians","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EI4DGBTT","journalArticle","2004","Cohen, Lorenzo; Warneke, Carla; Fouladi, Rachel T.; Rodriguez, M. Alma; Chaoul-Reich, Alejandro","Psychological adjustment and sleep quality in a randomized trial of the effects of a Tibetan yoga intervention in patients with lymphoma","Cancer","","0008-543X","10.1002/cncr.20236","","BACKGROUND: Research suggests that stress-reduction programs tailored to the cancer setting help patients cope with the effects of treatment and improve their quality of life. Yoga, an ancient Eastern science, incorporates stress-reduction techniques that include regulated breathing, visual imagery, and meditation as well as various postures. The authors examined the effects of the Tibetan yoga (TY) practices of Tsa lung and Trul khor, which incorporate controlled breathing and visualization, mindfulness techniques, and low-impact postures in patients with lymphoma. METHODS: Thirty-nine patients with lymphoma who were undergoing treatment or who had concluded treatment within the past 12 months were assigned to a TY group or to a wait-list control group. Patients in the TY group participated in 7 weekly yoga sessions, and patients in the wait-list control group were free to participate in the TY program after the 3-month follow-up assessment. RESULTS: Eighty nine percent of TY participants completed at least 2-3 three yoga sessions, and 58% completed at least 5 sessions. Patients in the TY group reported significantly lower sleep disturbance scores during follow-up compared with patients in the wait-list control group (5.8 vs. 8.1; P < 0.004). This included better subjective sleep quality (P < 0.02), faster sleep latency (P < 0.01), longer sleep duration (P < 0.03), and less use of sleep medications (P < 0.02). There were no significant differences between groups in terms of intrusion or avoidance, state anxiety, depression, or fatigue. CONCLUSIONS: The participation rates suggested that a TY program is feasible for patients with cancer and that such a program significantly improves sleep-related outcomes. However, there were no significant differences between groups for the other outcomes.","38122","41992.04581018518","41992.04581018518","","2253-2260","","10","100","","Cancer","","","","","","","","eng","","","","","NCBI PubMed","","PMID: 15139072","","","http://www.ncbi.nlm.nih.gov/pubmed/15139072","","Adaptation, Psychological; Female; Humans; Lymphoma; Male; Middle Aged; Quality of Life; Sleep; Stress, Psychological; Tibet; Treatment Outcome; Yoga","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HU63URPN","journalArticle","2004","Kaski, Juan Carlos; Aldama, Guillermo; Cosín-Sales, Juan","Cardiac syndrome X. Diagnosis, pathogenesis and management","American Journal of Cardiovascular Drugs: Drugs, Devices, and Other Interventions","","1175-3277","","","Patients with cardiac syndrome X (typical chest pain and normal coronary arteriograms) represent a heterogeneous syndrome, which encompasses different pathogenic mechanisms. Although symptoms in most patients with cardiac syndrome X are non-cardiac, a sizable proportion of them have angina pectoris due to transient myocardial ischemia. Thus radionuclide myocardial perfusion defects, coronary sinus oxygen saturation abnormalities and pH changes, myocardial lactate production and stress-induced alterations of cardiac high energy phosphate suggest an ischemic origin of symptoms in at least a proportion of patients with cardiac syndrome X. Microvascular abnormalities, caused by endothelial dysfunction, appear to be responsible for myocardial ischemia in patients with cardiac syndrome X. Endothelial dysfunction is likely to be multifactorial in these patients and it is conceivable that risk factors such as hypertension, hypercholesterolemia, diabetes mellitus and smoking can contribute to its development. Most patients with cardiac syndrome X are postmenopausal women and estrogen deficiency has been therefore proposed as a pathogenic factor in female patients. Additional factors such as abnormal pain perception may contribute to the pathogenesis of chest pain in patients with angina pectoris and normal coronary angiograms. Although prognosis is good regarding survival, patients with cardiac syndrome X have an impaired quality of life. Management of this syndrome represents a major challenge to the treating physician. Understanding the mechanism underlying the condition is of vital importance for patient management. Thus diagnostic tests should aim at identifying the cause of the symptoms in the individual patient, i.e. myocardial ischemia, increased pain perception, abnormalities of adrenergic tone, non-cardiac mechanisms, etc. Moreover, it is important to bear in mind that treatment of cardiac syndrome X should be mainly directed towards improving quality of life, as prognosis is usually good in these patients. Conventional antianginal agents such nitrates, calcium channel antagonists, beta-adrenoceptor antagonists and nicorandil are effective particularly in patients in whom chest pain and ECG changes are clearly suggestive of myocardial ischemia and in those with objective documentation of ischemia. Angiotensin-converting enzyme inhibitors have been shown to be useful in syndrome X patients with increased adrenergic tone, borderline systemic hypertension, and those with documented endothelial dysfunction. Analgesic interventions of different sorts have been proposed based on the hypothesis that somatic and visceral perception of pain is altered in cardiac syndrome X patients. Pharmacological agents such as imipramine and aminophylline, and neural electrical stimulation techniques have been assessed in recent years with encouraging results. Psychological treatment, particularly cognitive therapy, appears to be useful in defined patient subsets. Relaxation techniques such as transcendental meditation have been successfully used in small studies and shown to improve not only chest pain but also exercise-induced ST segment changes. Reports indicate that these techniques improve quality of life.","2004","41992.04581018518","41992.04581018518","","179-194","","3","4","","Am J Cardiovasc Drugs","","","","","","","","eng","","","","","NCBI PubMed","","PMID: 15134470","","","http://www.ncbi.nlm.nih.gov/pubmed/15134470","","Disease Management; Humans; Microvascular Angina","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7SPZRF88","journalArticle","2004","Hidderley, Margaret; Holt, Martin","A pilot randomized trial assessing the effects of autogenic training in early stage cancer patients in relation to psychological status and immune system responses","European Journal of Oncology Nursing: The Official Journal of European Oncology Nursing Society","","1462-3889","10.1016/j.ejon.2003.09.003","","Autogenic training (AT) is a type of meditation usually used for reducing stress. This pilot study describes how AT was used on a group of early stage cancer patients and the observed effect on stress-related behaviours and immune system responses. This was a randomized trial with 31 early stage breast cancer women, having received a lumpectomy and adjuvant radiotherapy. The women were randomized into two groups. Group 1 received a home visit only. Group 2 received a home visit and 2 months' weekly Autogenic training. At the beginning and end of the 2 monthly periods, the Hospital Anxiety and Depression Scale (HADS) and T and B cell markers were measured to give an indication of changes in immune system responses and measurement of anxiety and depression. At the end of the study, HADS scores and T and B cell markers remained similar in the women who did not receive AT. The women receiving AT showed a strong statistical difference for an improvement in their HADS scores and those women observed in a meditative state as opposed to a relaxed state were found to have an increase in their immune responses. This study suggests AT as a powerful self-help therapy.","38047","41992.04581018518","41992.04581018518","","61-65","","1","8","","Eur J Oncol Nurs","","","","","","","","eng","","","","","NCBI PubMed","","PMID: 15003745","","","http://www.ncbi.nlm.nih.gov/pubmed/15003745","","Adaptation, Psychological; Adolescent; Adult; Aged; Anxiety; Autogenic Training; Breast Neoplasms; Depression; Female; Humans; Immunity; Lymphocyte Count; Middle Aged; Pilot Projects","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XHAXASET","journalArticle","2002","Cunningham, Alastair J.; Phillips, Catherine; Stephen, Joanne; Edmonds, Claire","Fighting for life: a qualitative analysis of the process of psychotherapy-assisted self-help in patients with metastatic cancer","Integrative Cancer Therapies","","1534-7354","10.1177/1534735402001002006","","This exploratory study is an attempt to define psychological attributes related to longer survival in patients with metastatic cancers. Previous published analyses have been limited in two ways. First, they have almost always been carried out on patients not receiving therapy; we have followed people receiving a year of group therapy, on the assumption that if mental qualities are to affect cancer progression, substantial mental change would be needed to alter the established balance between the cancer cells and host regulatory mechanisms. Second, the methods typically used to characterize patients' psychology have been self-report inventories, and many decades of research with such methods have largely failed to produce a consensus on what mental qualities, if any, promote survival. By contrast, we have used qualitative methods, allowing a much more in-depth analysis of the patients, without preliminary assumptions as to what would be important. The present report describes the results of a detailed qualitative analysis of data collected from 22 participants over a year of weekly group therapy. Using grounded methods, categories were derived from the extensive verbal data (comprising patients' written homework and therapists' notes), and linked in a model of change. By applying ratings to some of these categories, and combining these ratings, we derived a quantitative estimate of patients' ""involvement in self-help."" Rankings on degree of involvement corresponded quite closely with the quality of patients' experience and with their survival duration. There was a great range in degree of involvement, and various subgroupings could be discerned. Nine of the participants were classed as ""highly involved,"" meaning that they devoted regular daily time, often several hours, to such self-help strategies as relaxation, mental imaging, meditation, cognitive monitoring and journalling. All but 1 of these patients enjoyed a good quality of life and lived at least 2 years. Two of them have remained in complete remission for 7 years. At the other end of the scale, 8 patients showed little application to the work, being either unconvinced that it would help them or hampered by psychological problems such as low self-esteem. None of these was rated as having a good quality of life, and only 1 lived more than 2 years, although, as a group, their medical prognoses were no more unfavorable at the onset of therapy than for the ""high involvement"" group. The different subgroups and aspects of the model are illustrated by representative quotations.","37408","41992.04581018518","41992.04581018518","","146-161","","2","1","","Integr Cancer Ther","Fighting for life","","","","","","","eng","","","","","NCBI PubMed","","PMID: 14664740","","","http://www.ncbi.nlm.nih.gov/pubmed/14664740","","Adult; Aged; Female; Humans; Male; Middle Aged; Neoplasm Metastasis; Patient Compliance; Patient Education as Topic; Program Evaluation; Psychotherapy, Group; Qualitative Research; Quality of Life; Self-Help Groups; Survival Rate; Treatment Outcome","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q2PWD8HW","journalArticle","2003","Bonadonna, Ramita","Meditation's impact on chronic illness","Holistic Nursing Practice","","0887-9311","","","Meditation is becoming widely popular as an adjunct to conventional medical therapies. This article reviews the literature regarding the experience of chronic illness, theories about meditation, and clinical effects of this self-care practice. Eastern theories of meditation include Buddhist psychology. The word Buddha means the awakened one, and Buddhist meditators have been called the first scientists, alluding to more than 2500 years of precise, detailed observation of inner experience. The knowledge that comprises Buddhist psychology was derived inductively from the historical figure's (Prince Siddhartha Gautama) diligent self-inquiry. Western theories of meditation include Jungian, Benson's relaxation response, and transpersonal psychology. Clinical effects of meditation impact a broad spectrum of physical and psychological symptoms and syndromes, including reduced anxiety, pain, and depression, enhanced mood and self-esteem, and decreased stress. Meditation has been studied in populations with fibromyalgia, cancer, hypertension, and psoriasis. While earlier studies were small and lacked experimental controls, the quality and quantity of valid research is growing. Meditation practice can positively influence the experience of chronic illness and can serve as a primary, secondary, and/or tertiary prevention strategy. Health professionals demonstrate commitment to holistic practice by asking patients about use of meditation, and can encourage this self-care activity. Simple techniques for mindfulness can be taught in the clinical setting. Living mindfully with chronic illness is a fruitful area for research, and it can be predicted that evidence will grow to support the role of consciousness in the human experience of disease.","2003 Nov-Dec","41992.04581018518","41992.04581018518","","309-319","","6","17","","Holist Nurs Pract","","","","","","","","eng","","","","","NCBI PubMed","","PMID: 14650573","","","http://www.ncbi.nlm.nih.gov/pubmed/14650573","","Anxiety; Chronic Disease; Depression; Holistic Health; Holistic Nursing; Humans; Meditation; Mind-Body Relations, Metaphysical; Muscle Relaxation; Pain; Self Care; Self Concept","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WH3UF99C","journalArticle","2003","Greydanus, Donald E.; Pratt, Helen D.; Sloane, Mark A.; Rappley, Marsha D.","Attention-deficit/hyperactivity disorder in children and adolescents: interventions for a complex costly clinical conundrum","Pediatric Clinics of North America","","0031-3955","","","Management of a child or adolescent with attention-deficit/hyperactivity disorder (ADHD) is reviewed, including psychological and pharmacologic approaches. Psychological treatment includes psychotherapy, cognitive-behavior therapy, support groups, parent training, educator/teacher training, biofeedback, meditation, and social skills training. Medications are reviewed that research has revealed can improve the core symptomatology of a child or adolescent with ADHD. These medications include stimulants, antidepressants, alpha-2 agonists, and a norepinephrine reuptake inhibitor. Management of ADHD should include a multi-modal approach, involving appropriate educational interventions, appropriate psychological management of the patient (child or adolescent), and judicious use of medications. Parents, school officials, and clinicians must work together to help all children and adolescents with ADHD achieve their maximum potential.","37895","41992.04581018518","41992.04581018518","","1049-1092, vi","","5","50","","Pediatr. Clin. North Am.","Attention-deficit/hyperactivity disorder in children and adolescents","","","","","","","eng","","","","","NCBI PubMed","","PMID: 14558681","","","http://www.ncbi.nlm.nih.gov/pubmed/14558681","","Adolescent; Attention Deficit Disorder with Hyperactivity; Child; Health Care Costs; Humans","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q9JEBGQS","journalArticle","2003","Bitner, Robin; Hillman, Lorena; Victor, Bruce; Walsh, Roger","Subjective effects of antidepressants: a pilot study of the varieties of antidepressant-induced experiences in meditators","The Journal of Nervous and Mental Disease","","0022-3018","10.1097/01.nmd.0000092175.15118.67","","The use of antidepressants continues to increase, yet relatively little is known about their precise subjective effects, and there is growing concern about subtle psychological side effects. One novel investigative approach to these problems may be to use introspectively trained subjects such as meditators. Experienced meditators recently taking antidepressants rated antidepressant effects on multiple dimensions of experience and reported significant emotional, motivational, and cognitive effects and benefits. This study suggests that a) meditators may benefit both clinically and meditatively from antidepressants, b) meditators may provide significant novel information on antidepressant effects, c) meditators may prove valuable for phenomenological investigations of psychopathology, drug effects, and therapies, d) meditation may prove a helpful maintenance therapy for depression, and e) enhanced equanimity may contribute to the broad therapeutic efficacy of antidepressants.","37895","41994.04391203704","41994.04391203704","","660-667","","10","191","","J. Nerv. Ment. Dis.","Subjective effects of antidepressants","","","","","","","eng","","","","","NCBI PubMed","","PMID: 14555868","","","http://www.ncbi.nlm.nih.gov/pubmed/14555868","","Adult; Affect; Aged; Antidepressive Agents; Depressive Disorder, Major; Female; Humans; Male; Meditation; Middle Aged; Multivariate Analysis; Perception; Pilot Projects","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2D6S9M75","journalArticle","2003","Newberg, A. B.; Iversen, J.","The neural basis of the complex mental task of meditation: neurotransmitter and neurochemical considerations","Medical Hypotheses","","0306-9877","","","Meditation is a complex mental process involving changes in cognition, sensory perception, affect, hormones, and autonomic activity. Meditation has also become widely used in psychological and medical practices for stress management as well as a variety of physical and mental disorders. However, until now, there has been limited understanding of the overall biological mechanism of these practices in terms of the effects in both the brain and body. We have previously described a rudimentary neuropsychological model to explain the brain mechanisms underlying meditative experiences. This paper provides a substantial development by integrating neurotransmitter systems and the results of recent brain imaging advances into the model. The following is a review and synthesis of the current literature regarding the various neurophysiological mechanisms and neurochemical substrates that underlie the complex processes of meditation. It is hoped that this model will provide hypotheses for future biological and clinical studies of meditation.","37834","41994.04391203704","41994.04391203704","","282-291","","2","61","","Med. Hypotheses","The neural basis of the complex mental task of meditation","","","","","","","eng","","","","","NCBI PubMed","","PMID: 12888320","","","http://www.ncbi.nlm.nih.gov/pubmed/12888320","","Amygdala; Autonomic Nervous System; Gyrus Cinguli; Hippocampus; Humans; Hypothalamus; Meditation; Models, Neurological; Nerve Net; Neurotransmitter Agents; Parietal Lobe; Prefrontal Cortex; Thalamus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZXBMWFCZ","journalArticle","2003","Bédard, Michel; Felteau, Melissa; Mazmanian, Dwight; Fedyk, Karilyn; Klein, Rupert; Richardson, Julie; Parkinson, William; Minthorn-Biggs, Mary-Beth","Pilot evaluation of a mindfulness-based intervention to improve quality of life among individuals who sustained traumatic brain injuries","Disability and Rehabilitation","","0963-8288","10.1080/0963828031000090489","","PRIMARY OBJECTIVE: To examine the potential efficacy of a mindfulness-based stress reduction approach to improve quality of life in individuals who have suffered traumatic brain injuries. RESEARCH DESIGN: Pre-post design with drop-outs as controls. METHODS AND PROCEDURES: We recruited individuals with mild to moderate brain injuries, at least 1 year post-injury. We measured their quality of life, psychological status, and function. Results of 10 participants who completed the programme were compared to three drop-outs with complete data. EXPERIMENTAL INTERVENTION: The intervention was delivered in 12-weekly group sessions. The intervention relied on insight meditation, breathing exercises, guided visualization, and group discussion. We aimed to encourage a new way of thinking about disability and life to bring a sense of acceptance, allowing participants to move beyond limiting beliefs. MAIN OUTCOMES AND RESULTS: The treatment group mean quality of life (SF-36) improved by 15.40 (SD = 9.08) compared to - 1.67 (SD = 16.65; p = 0.036) for controls. Improvements on the cognitive-affective domain of the Beck Depression Inventory II (BDI-II) were reported (p = 0.029), while changes in the overall BDI-II (p = 0.059) and the Positive Symptom Distress Inventory of the SCL-90R (p = 0.054) approached statistical significance. CONCLUSIONS: The intervention was simple, and improved quality of life after other treatment avenues for these participants were exhausted.","37810","41994.04391203704","41994.04391203704","","722-731","","13","25","","Disabil Rehabil","","","","","","","","eng","","","","","NCBI PubMed","","PMID: 12791557","","","http://www.ncbi.nlm.nih.gov/pubmed/12791557","","Adaptation, Psychological; Adult; Analysis of Variance; Brain Injuries; Female; Holistic Health; Humans; Male; Pilot Projects; Program Evaluation; Quality of Life; Questionnaires; Relaxation Therapy; Stress, Psychological; Trauma Severity Indices","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ID2VG72H","journalArticle","2003","Dietrich, Arne","Functional neuroanatomy of altered states of consciousness: the transient hypofrontality hypothesis","Consciousness and Cognition","","1053-8100","","","It is the central hypothesis of this paper that the mental states commonly referred to as altered states of consciousness are principally due to transient prefrontal cortex deregulation. Supportive evidence from psychological and neuroscientific studies of dreaming, endurance running, meditation, daydreaming, hypnosis, and various drug-induced states is presented and integrated. It is proposed that transient hypofrontality is the unifying feature of all altered states and that the phenomenological uniqueness of each state is the result of the differential viability of various frontal circuits. Using an evolutionary approach, consciousness is conceptualized as hierarchically ordered cognitive function. Higher-order structures perform increasingly integrative functions and thus contribute more sophisticated content. Although this implies a holistic approach to consciousness, such a functional hierarchy localizes the most sophisticated layers of consciousness in the zenithal higher-order structure: the prefrontal cortex. The hallmark of altered states of consciousness is the subtle modification of behavioral and cognitive functions that are typically ascribed to the prefrontal cortex. The theoretical framework presented yields a number of testable hypotheses.","37773","41994.04391203704","41994.04391203704","","231-256","","2","12","","Conscious Cogn","Functional neuroanatomy of altered states of consciousness","","","","","","","eng","","","","","NCBI PubMed","","PMID: 12763007","","","http://www.ncbi.nlm.nih.gov/pubmed/12763007","","Consciousness; Consciousness Disorders; Fantasy; Frontal Lobe; Humans; Hypnosis; Imagination; Models, Psychological","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N9WBW8A4","journalArticle","2003","Astin, John A.; Shapiro, Shauna L.; Eisenberg, David M.; Forys, Kelly L.","Mind-body medicine: state of the science, implications for practice","The Journal of the American Board of Family Practice / American Board of Family Practice","","0893-8652","","","BACKGROUND: Although emerging evidence during the past several decades suggests that psychosocial factors can directly influence both physiologic function and health outcomes, medicine had failed to move beyond the biomedical model, in part because of lack of exposure to the evidence base supporting the biopsychosocial model. The literature was reviewed to examine the efficacy of representative psychosocial-mind-body interventions, including relaxation, (cognitive) behavioral therapies, meditation, imagery, biofeedback, and hypnosis for several common clinical conditions. METHODS: An electronic search was undertaken of the MEDLINE, PsycLIT, and the Cochrane Library databases and a manual search of the reference sections of relevant articles for related clinical trials and reviews of the literature. Studies examining mind-body interventions for psychological disorders were excluded. Owing to space limitations, studies examining more body-based therapies, such as yoga and tai chi chuan, were also not included. Data were extracted from relevant systematic reviews, meta-analyses, and randomized controlled trials. RESULTS: Drawing principally from systematic reviews and meta-analyses, there is considerable evidence of efficacy for several mind-body therapies in the treatment of coronary artery disease (eg, cardiac rehabilitation), headaches, insomnia, incontinence, chronic low back pain, disease and treatment-related symptoms of cancer, and improving postsurgical outcomes. We found moderate evidence of efficacy for mind-body therapies in the areas of hypertension and arthritis. Additional research is required to clarify the relative efficacy of different mind-body therapies, factors (such as specific patient characteristics) that might predict more or less successful outcomes, and mechanisms of action. Research is also necessary to examine the cost offsets associated with mind-body therapies. CONCLUSIONS: There is now considerable evidence that an array of mind-body therapies can be used as effective adjuncts to conventional medical treatment for a number of common clinical conditions.","2003 Mar-Apr","41994.04391203704","41994.04391203704","","131-147","","2","16","","J Am Board Fam Pract","Mind-body medicine","","","","","","","eng","","","","","NCBI PubMed","","PMID: 12665179","","","http://www.ncbi.nlm.nih.gov/pubmed/12665179","","Cardiovascular Diseases; Headache; Humans; Hypertension; Mind-Body Therapies; Neoplasms; Pain Management; Preoperative Care; Primary Health Care; Sleep Initiation and Maintenance Disorders; United States; Urinary Incontinence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"97QG5XAX","journalArticle","2002","Mulkins, Andrea; Morse, Janice M.; Best, Allan","Complementary therapy use in HIV/AIDS","Canadian Journal of Public Health = Revue Canadienne De Santé Publique","","0008-4263","","","OBJECTIVE: To examine the social psychological aspects of complementary therapy use in HIV/AIDS health care and to identify what happens in a person's illness management process when incorporated into their care for HIV-related symptoms. METHODS: Grounded theory research method guided sampling, data collection and analysis with 21 males at various AIDS service organizations. FINDINGS: A grounded theory model Finding a Way to Live was developed. Participants experienced a six-stage process whereby the HIV served as a precondition for a profound self-transformation; a commitment to and rediscovery of the meaning of life. Complementary therapies, referred to as 'tools' by the participants, were cited as an integral part of how people living with HIV found wellness within their illness. The type of therapy, meanings attached to them, intention for and frequency of use corresponded to where individuals were in the six-stage process. As participants began to experience personal growth, the nature of the therapies shifted from those being highly tangible and focusing on the physical self to those facilitating inner awareness, such as meditation. CONCLUSIONS: The process of integration was a complex, ongoing process wherein complementary therapies were an integral part of facilitating learning, self-discovery and ultimately, healing.","2002 Jul-Aug","41994.04391203704","41994.04391203704","","308-312","","4","93","","Can J Public Health","","","","","","","","eng","","","","","NCBI PubMed","","PMID: 12154536","","","http://www.ncbi.nlm.nih.gov/pubmed/12154536","","Adult; Canada; Complementary Therapies; HIV Infections; Holistic Health; Homosexuality, Male; Humans; Interviews as Topic; Male; Middle Aged; Spirituality; Value of Life","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XCKUBCRX","journalArticle","2002","Targ, Elisabeth","Research methodology for studies of prayer and distant healing","Complementary Therapies in Nursing & Midwifery","","1353-6117","","","The double-blind randomized clinical trial is the gold standard for trials of prayer and distant healing. Adequate blinding and randomization procedures should be followed and documented. The intervention must be well defined (include frequency, amount of time and training and/or experience level of healers). Subjects should have risks and benefits of study participation explained to them and sign informed consent before enrollment. Populations should be homogeneous. Consider stratification for smaller samples. Baseline information, including psychological status, beliefs about prayer and healing and other sources of prayer and healing, should be collected from subjects in clinical trials. This should be examined as part of the final data analysis for contribution to outcomes. Objectively measurable outcomes with adequate variability should be chosen. Subject study participation activities such as clinical interviews, traveling to special sites. journaling or meditation should be minimized to avoid washing out a small effect. In clinical trials subjects should be asked if they believed they were in the treatment group and this information should be entered as a co-variate for data analysis. Healers/prayers should be treated in a collegial and respectful way. Their healing efforts (time. location, method) should be documented in a log and they should be periodically contacted and encouraged by experimenters if the study' is taking place over an extended period of time. Observational and outcomes research can add an important dimension to healing research. Qualitative studies may also make an important contribution and help guide development of future controlled trials.","37288","41994.04391203704","41994.04391203704","","29-41","","1","8","","Complement Ther Nurs Midwifery","","","","","","","","eng","","","","","NCBI PubMed","","PMID: 11898908","","","http://www.ncbi.nlm.nih.gov/pubmed/11898908","","Attitude to Health; Data Collection; Double-Blind Method; Ethics; Faith Healing; False Positive Reactions; Humans; Matched-Pair Analysis; Outcome Assessment (Health Care); Patient Participation; Randomized Controlled Trials as Topic; Research Design","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
